,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,y
20,-0.0007310051587410271,0.00032231182558462024,0.006957079283893108,0.012281781062483788,-0.012682131491601467,-0.00970191415399313,0.008804979734122753,0.012232325971126556,-0.006837226916104555,-0.005130378995090723,0.010061387903988361,-0.0020904862321913242,-0.006184477359056473,0.008934728801250458,-0.006625551264733076,-0.002475662622600794,0.003921462222933769,0.0013521589571610093,-0.011294733732938766,-0.012880990281701088,0.009967674501240253,0.006911969278007746,0.009212342090904713,0.0010399676393717527,0.008657779544591904,-0.004642321262508631,-0.0012901691952720284,0.007863941602408886,-0.010253791697323322,-0.005365838762372732,-0.010240072384476662,-0.0012678701896220446,0.01300272811204195,-0.00997776910662651,-0.0031814787071198225,-0.002641603583469987,0.011011459864675999,-0.008085220120847225,6.156716699479148e-05,-0.006480471231043339,-0.013091941364109516,0.006826134864240885,-0.011941409669816494,-0.005987103562802076,-4.784957127412781e-05,-0.0004037656763102859,-0.010444093495607376,0.013107187114655972,0.006791724823415279,0.012586974538862705,-0.011121171526610851,0.006128843408077955,-0.005639813374727964,0.0011240406893193722,0.011585637927055359,-0.006083006039261818,0.006158430129289627,-0.009252245537936687,-0.004837437998503447,0.012812411412596703,-0.002150715095922351,0.00043810592615045607,-0.005644665565341711,-0.01047333050519228,-0.0020557744428515434,0.0033669171389192343,-0.0012105918722227216,0.007543699350208044,-0.003739330219104886,0.003081005299463868,0.007437544874846935,0.011377510614693165,-0.0019817950669676065,-0.012552889063954353,0.005958105903118849,0.0007794786361046135,0.010145101696252823,-0.0011086988961324096,-0.0035967847798019648,-0.011932442896068096,-0.001167692244052887,0.0038532777689397335,0.00736343115568161,0.009614442475140095,-0.007774717174470425,0.002534014405682683,0.00830057729035616,-0.006540890317410231,-0.004235935863107443,0.009266792796552181,0.0022240900434553623,0.0002589023788459599,0.004735395312309265,0.0002968826738651842,0.013112748973071575,0.006898805033415556,-0.012156516313552856,-0.00959931779652834,0.001228900859132409,0.008714539930224419,1
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23,-0.0007310051587410271,0.00032231182558462024,0.006957079283893108,0.012281781062483788,-0.012682131491601467,-0.00970191415399313,0.008804979734122753,0.012232325971126556,-0.006837226916104555,-0.005130378995090723,0.010061387903988361,-0.0020904862321913242,-0.006184477359056473,0.008934728801250458,-0.006625551264733076,-0.002475662622600794,0.003921462222933769,0.0013521589571610093,-0.011294733732938766,-0.012880990281701088,0.009967674501240253,0.006911969278007746,0.009212342090904713,0.0010399676393717527,0.008657779544591904,-0.004642321262508631,-0.0012901691952720284,0.007863941602408886,-0.010253791697323322,-0.005365838762372732,-0.010240072384476662,-0.0012678701896220446,0.01300272811204195,-0.00997776910662651,-0.0031814787071198225,-0.002641603583469987,0.011011459864675999,-0.008085220120847225,6.156716699479148e-05,-0.006480471231043339,-0.013091941364109516,0.006826134864240885,-0.011941409669816494,-0.005987103562802076,-4.784957127412781e-05,-0.0004037656763102859,-0.010444093495607376,0.013107187114655972,0.006791724823415279,0.012586974538862705,-0.011121171526610851,0.006128843408077955,-0.005639813374727964,0.0011240406893193722,0.011585637927055359,-0.006083006039261818,0.006158430129289627,-0.009252245537936687,-0.004837437998503447,0.012812411412596703,-0.002150715095922351,0.00043810592615045607,-0.005644665565341711,-0.01047333050519228,-0.0020557744428515434,0.0033669171389192343,-0.0012105918722227216,0.007543699350208044,-0.003739330219104886,0.003081005299463868,0.007437544874846935,0.011377510614693165,-0.0019817950669676065,-0.012552889063954353,0.005958105903118849,0.0007794786361046135,0.010145101696252823,-0.0011086988961324096,-0.0035967847798019648,-0.011932442896068096,-0.001167692244052887,0.0038532777689397335,0.00736343115568161,0.009614442475140095,-0.007774717174470425,0.002534014405682683,0.00830057729035616,-0.006540890317410231,-0.004235935863107443,0.009266792796552181,0.0022240900434553623,0.0002589023788459599,0.004735395312309265,0.0002968826738651842,0.013112748973071575,0.006898805033415556,-0.012156516313552856,-0.00959931779652834,0.001228900859132409,0.008714539930224419,1
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
27,-0.0007310051587410271,0.00032231182558462024,0.006957079283893108,0.012281781062483788,-0.012682131491601467,-0.00970191415399313,0.008804979734122753,0.012232325971126556,-0.006837226916104555,-0.005130378995090723,0.010061387903988361,-0.0020904862321913242,-0.006184477359056473,0.008934728801250458,-0.006625551264733076,-0.002475662622600794,0.003921462222933769,0.0013521589571610093,-0.011294733732938766,-0.012880990281701088,0.009967674501240253,0.006911969278007746,0.009212342090904713,0.0010399676393717527,0.008657779544591904,-0.004642321262508631,-0.0012901691952720284,0.007863941602408886,-0.010253791697323322,-0.005365838762372732,-0.010240072384476662,-0.0012678701896220446,0.01300272811204195,-0.00997776910662651,-0.0031814787071198225,-0.002641603583469987,0.011011459864675999,-0.008085220120847225,6.156716699479148e-05,-0.006480471231043339,-0.013091941364109516,0.006826134864240885,-0.011941409669816494,-0.005987103562802076,-4.784957127412781e-05,-0.0004037656763102859,-0.010444093495607376,0.013107187114655972,0.006791724823415279,0.012586974538862705,-0.011121171526610851,0.006128843408077955,-0.005639813374727964,0.0011240406893193722,0.011585637927055359,-0.006083006039261818,0.006158430129289627,-0.009252245537936687,-0.004837437998503447,0.012812411412596703,-0.002150715095922351,0.00043810592615045607,-0.005644665565341711,-0.01047333050519228,-0.0020557744428515434,0.0033669171389192343,-0.0012105918722227216,0.007543699350208044,-0.003739330219104886,0.003081005299463868,0.007437544874846935,0.011377510614693165,-0.0019817950669676065,-0.012552889063954353,0.005958105903118849,0.0007794786361046135,0.010145101696252823,-0.0011086988961324096,-0.0035967847798019648,-0.011932442896068096,-0.001167692244052887,0.0038532777689397335,0.00736343115568161,0.009614442475140095,-0.007774717174470425,0.002534014405682683,0.00830057729035616,-0.006540890317410231,-0.004235935863107443,0.009266792796552181,0.0022240900434553623,0.0002589023788459599,0.004735395312309265,0.0002968826738651842,0.013112748973071575,0.006898805033415556,-0.012156516313552856,-0.00959931779652834,0.001228900859132409,0.008714539930224419,1
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31,-0.0007310051587410271,0.00032231182558462024,0.006957079283893108,0.012281781062483788,-0.012682131491601467,-0.00970191415399313,0.008804979734122753,0.012232325971126556,-0.006837226916104555,-0.005130378995090723,0.010061387903988361,-0.0020904862321913242,-0.006184477359056473,0.008934728801250458,-0.006625551264733076,-0.002475662622600794,0.003921462222933769,0.0013521589571610093,-0.011294733732938766,-0.012880990281701088,0.009967674501240253,0.006911969278007746,0.009212342090904713,0.0010399676393717527,0.008657779544591904,-0.004642321262508631,-0.0012901691952720284,0.007863941602408886,-0.010253791697323322,-0.005365838762372732,-0.010240072384476662,-0.0012678701896220446,0.01300272811204195,-0.00997776910662651,-0.0031814787071198225,-0.002641603583469987,0.011011459864675999,-0.008085220120847225,6.156716699479148e-05,-0.006480471231043339,-0.013091941364109516,0.006826134864240885,-0.011941409669816494,-0.005987103562802076,-4.784957127412781e-05,-0.0004037656763102859,-0.010444093495607376,0.013107187114655972,0.006791724823415279,0.012586974538862705,-0.011121171526610851,0.006128843408077955,-0.005639813374727964,0.0011240406893193722,0.011585637927055359,-0.006083006039261818,0.006158430129289627,-0.009252245537936687,-0.004837437998503447,0.012812411412596703,-0.002150715095922351,0.00043810592615045607,-0.005644665565341711,-0.01047333050519228,-0.0020557744428515434,0.0033669171389192343,-0.0012105918722227216,0.007543699350208044,-0.003739330219104886,0.003081005299463868,0.007437544874846935,0.011377510614693165,-0.0019817950669676065,-0.012552889063954353,0.005958105903118849,0.0007794786361046135,0.010145101696252823,-0.0011086988961324096,-0.0035967847798019648,-0.011932442896068096,-0.001167692244052887,0.0038532777689397335,0.00736343115568161,0.009614442475140095,-0.007774717174470425,0.002534014405682683,0.00830057729035616,-0.006540890317410231,-0.004235935863107443,0.009266792796552181,0.0022240900434553623,0.0002589023788459599,0.004735395312309265,0.0002968826738651842,0.013112748973071575,0.006898805033415556,-0.012156516313552856,-0.00959931779652834,0.001228900859132409,0.008714539930224419,1
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36,-0.0007310051587410271,0.00032231182558462024,0.006957079283893108,0.012281781062483788,-0.012682131491601467,-0.00970191415399313,0.008804979734122753,0.012232325971126556,-0.006837226916104555,-0.005130378995090723,0.010061387903988361,-0.0020904862321913242,-0.006184477359056473,0.008934728801250458,-0.006625551264733076,-0.002475662622600794,0.003921462222933769,0.0013521589571610093,-0.011294733732938766,-0.012880990281701088,0.009967674501240253,0.006911969278007746,0.009212342090904713,0.0010399676393717527,0.008657779544591904,-0.004642321262508631,-0.0012901691952720284,0.007863941602408886,-0.010253791697323322,-0.005365838762372732,-0.010240072384476662,-0.0012678701896220446,0.01300272811204195,-0.00997776910662651,-0.0031814787071198225,-0.002641603583469987,0.011011459864675999,-0.008085220120847225,6.156716699479148e-05,-0.006480471231043339,-0.013091941364109516,0.006826134864240885,-0.011941409669816494,-0.005987103562802076,-4.784957127412781e-05,-0.0004037656763102859,-0.010444093495607376,0.013107187114655972,0.006791724823415279,0.012586974538862705,-0.011121171526610851,0.006128843408077955,-0.005639813374727964,0.0011240406893193722,0.011585637927055359,-0.006083006039261818,0.006158430129289627,-0.009252245537936687,-0.004837437998503447,0.012812411412596703,-0.002150715095922351,0.00043810592615045607,-0.005644665565341711,-0.01047333050519228,-0.0020557744428515434,0.0033669171389192343,-0.0012105918722227216,0.007543699350208044,-0.003739330219104886,0.003081005299463868,0.007437544874846935,0.011377510614693165,-0.0019817950669676065,-0.012552889063954353,0.005958105903118849,0.0007794786361046135,0.010145101696252823,-0.0011086988961324096,-0.0035967847798019648,-0.011932442896068096,-0.001167692244052887,0.0038532777689397335,0.00736343115568161,0.009614442475140095,-0.007774717174470425,0.002534014405682683,0.00830057729035616,-0.006540890317410231,-0.004235935863107443,0.009266792796552181,0.0022240900434553623,0.0002589023788459599,0.004735395312309265,0.0002968826738651842,0.013112748973071575,0.006898805033415556,-0.012156516313552856,-0.00959931779652834,0.001228900859132409,0.008714539930224419,1
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38,-0.0007310051587410271,0.00032231182558462024,0.006957079283893108,0.012281781062483788,-0.012682131491601467,-0.00970191415399313,0.008804979734122753,0.012232325971126556,-0.006837226916104555,-0.005130378995090723,0.010061387903988361,-0.0020904862321913242,-0.006184477359056473,0.008934728801250458,-0.006625551264733076,-0.002475662622600794,0.003921462222933769,0.0013521589571610093,-0.011294733732938766,-0.012880990281701088,0.009967674501240253,0.006911969278007746,0.009212342090904713,0.0010399676393717527,0.008657779544591904,-0.004642321262508631,-0.0012901691952720284,0.007863941602408886,-0.010253791697323322,-0.005365838762372732,-0.010240072384476662,-0.0012678701896220446,0.01300272811204195,-0.00997776910662651,-0.0031814787071198225,-0.002641603583469987,0.011011459864675999,-0.008085220120847225,6.156716699479148e-05,-0.006480471231043339,-0.013091941364109516,0.006826134864240885,-0.011941409669816494,-0.005987103562802076,-4.784957127412781e-05,-0.0004037656763102859,-0.010444093495607376,0.013107187114655972,0.006791724823415279,0.012586974538862705,-0.011121171526610851,0.006128843408077955,-0.005639813374727964,0.0011240406893193722,0.011585637927055359,-0.006083006039261818,0.006158430129289627,-0.009252245537936687,-0.004837437998503447,0.012812411412596703,-0.002150715095922351,0.00043810592615045607,-0.005644665565341711,-0.01047333050519228,-0.0020557744428515434,0.0033669171389192343,-0.0012105918722227216,0.007543699350208044,-0.003739330219104886,0.003081005299463868,0.007437544874846935,0.011377510614693165,-0.0019817950669676065,-0.012552889063954353,0.005958105903118849,0.0007794786361046135,0.010145101696252823,-0.0011086988961324096,-0.0035967847798019648,-0.011932442896068096,-0.001167692244052887,0.0038532777689397335,0.00736343115568161,0.009614442475140095,-0.007774717174470425,0.002534014405682683,0.00830057729035616,-0.006540890317410231,-0.004235935863107443,0.009266792796552181,0.0022240900434553623,0.0002589023788459599,0.004735395312309265,0.0002968826738651842,0.013112748973071575,0.006898805033415556,-0.012156516313552856,-0.00959931779652834,0.001228900859132409,0.008714539930224419,1
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40,-0.0007310051587410271,0.00032231182558462024,0.006957079283893108,0.012281781062483788,-0.012682131491601467,-0.00970191415399313,0.008804979734122753,0.012232325971126556,-0.006837226916104555,-0.005130378995090723,0.010061387903988361,-0.0020904862321913242,-0.006184477359056473,0.008934728801250458,-0.006625551264733076,-0.002475662622600794,0.003921462222933769,0.0013521589571610093,-0.011294733732938766,-0.012880990281701088,0.009967674501240253,0.006911969278007746,0.009212342090904713,0.0010399676393717527,0.008657779544591904,-0.004642321262508631,-0.0012901691952720284,0.007863941602408886,-0.010253791697323322,-0.005365838762372732,-0.010240072384476662,-0.0012678701896220446,0.01300272811204195,-0.00997776910662651,-0.0031814787071198225,-0.002641603583469987,0.011011459864675999,-0.008085220120847225,6.156716699479148e-05,-0.006480471231043339,-0.013091941364109516,0.006826134864240885,-0.011941409669816494,-0.005987103562802076,-4.784957127412781e-05,-0.0004037656763102859,-0.010444093495607376,0.013107187114655972,0.006791724823415279,0.012586974538862705,-0.011121171526610851,0.006128843408077955,-0.005639813374727964,0.0011240406893193722,0.011585637927055359,-0.006083006039261818,0.006158430129289627,-0.009252245537936687,-0.004837437998503447,0.012812411412596703,-0.002150715095922351,0.00043810592615045607,-0.005644665565341711,-0.01047333050519228,-0.0020557744428515434,0.0033669171389192343,-0.0012105918722227216,0.007543699350208044,-0.003739330219104886,0.003081005299463868,0.007437544874846935,0.011377510614693165,-0.0019817950669676065,-0.012552889063954353,0.005958105903118849,0.0007794786361046135,0.010145101696252823,-0.0011086988961324096,-0.0035967847798019648,-0.011932442896068096,-0.001167692244052887,0.0038532777689397335,0.00736343115568161,0.009614442475140095,-0.007774717174470425,0.002534014405682683,0.00830057729035616,-0.006540890317410231,-0.004235935863107443,0.009266792796552181,0.0022240900434553623,0.0002589023788459599,0.004735395312309265,0.0002968826738651842,0.013112748973071575,0.006898805033415556,-0.012156516313552856,-0.00959931779652834,0.001228900859132409,0.008714539930224419,1
